1, 1.81, 7, 70, 71.81
2, 999.00, 999, 9990, 10989.00
3, 999.00, 999, 9990, 10989.00
4, 999.00, 999, 9990, 10989.00
5, 999.00, 999, 9990, 10989.00
6, 999.00, 999, 9990, 10989.00
7, 999.00, 999, 9990, 10989.00
8, 999.00, 999, 9990, 10989.00
9, 999.00, 999, 9990, 10989.00
10, 999.00, 999, 9990, 10989.00
11, 999.00, 999, 9990, 10989.00
12, 999.00, 999, 9990, 10989.00
13, 999.00, 999, 9990, 10989.00
14, 999.00, 999, 9990, 10989.00
15, 999.00, 999, 9990, 10989.00
16, 999.00, 999, 9990, 10989.00
17, 999.00, 999, 9990, 10989.00
18, 999.00, 999, 9990, 10989.00
19, 999.00, 999, 9990, 10989.00
20, 999.00, 999, 9990, 10989.00
21, 999.00, 999, 9990, 10989.00
22, 999.00, 999, 9990, 10989.00
23, 999.00, 999, 9990, 10989.00
24, 999.00, 999, 9990, 10989.00
25, 999.00, 999, 9990, 10989.00
26, 999.00, 999, 9990, 10989.00
27, 999.00, 999, 9990, 10989.00
28, 999.00, 999, 9990, 10989.00
29, 999.00, 999, 9990, 10989.00
30, 999.00, 999, 9990, 10989.00
31, 999.00, 999, 9990, 10989.00
32, 999.00, 999, 9990, 10989.00
33, 999.00, 999, 9990, 10989.00
34, 999.00, 999, 9990, 10989.00
35, 999.00, 999, 9990, 10989.00
36, 999.00, 999, 9990, 10989.00
37, 999.00, 999, 9990, 10989.00
38, 999.00, 999, 9990, 10989.00
39, 999.00, 999, 9990, 10989.00
40, 999.00, 999, 9990, 10989.00
41, 999.00, 999, 9990, 10989.00
42, 999.00, 999, 9990, 10989.00
43, 999.00, 999, 9990, 10989.00
44, 999.00, 999, 9990, 10989.00
45, 999.00, 999, 9990, 10989.00
46, 999.00, 999, 9990, 10989.00
47, 999.00, 999, 9990, 10989.00
48, 999.00, 999, 9990, 10989.00
49, 999.00, 999, 9990, 10989.00
50, 999.00, 999, 9990, 10989.00
51, 999.00, 999, 9990, 10989.00
52, 999.00, 999, 9990, 10989.00
53, 999.00, 999, 9990, 10989.00
54, 999.00, 999, 9990, 10989.00
55, 999.00, 999, 9990, 10989.00
56, 999.00, 999, 9990, 10989.00
57, 999.00, 999, 9990, 10989.00
58, 999.00, 999, 9990, 10989.00
59, 999.00, 999, 9990, 10989.00
60, 999.00, 999, 9990, 10989.00
61, 999.00, 999, 9990, 10989.00
62, 999.00, 999, 9990, 10989.00
63, 999.00, 999, 9990, 10989.00
64, 999.00, 999, 9990, 10989.00
65, 999.00, 999, 9990, 10989.00
66, 999.00, 999, 9990, 10989.00
67, 999.00, 999, 9990, 10989.00
68, 999.00, 999, 9990, 10989.00
69, 999.00, 999, 9990, 10989.00
70, 999.00, 999, 9990, 10989.00
71, 999.00, 999, 9990, 10989.00
72, 999.00, 999, 9990, 10989.00
73, 999.00, 999, 9990, 10989.00
74, 999.00, 999, 9990, 10989.00
75, 999.00, 999, 9990, 10989.00
76, 999.00, 999, 9990, 10989.00
77, 999.00, 999, 9990, 10989.00
78, 999.00, 999, 9990, 10989.00
79, 999.00, 999, 9990, 10989.00
80, 999.00, 999, 9990, 10989.00
81, 999.00, 999, 9990, 10989.00
82, 999.00, 999, 9990, 10989.00
83, 999.00, 999, 9990, 10989.00
84, 999.00, 999, 9990, 10989.00
85, 999.00, 999, 9990, 10989.00
86, 999.00, 999, 9990, 10989.00
87, 999.00, 999, 9990, 10989.00
88, 999.00, 999, 9990, 10989.00
89, 999.00, 999, 9990, 10989.00
90, 999.00, 999, 9990, 10989.00
91, 999.00, 999, 9990, 10989.00
92, 999.00, 999, 9990, 10989.00
93, 999.00, 999, 9990, 10989.00
94, 999.00, 999, 9990, 10989.00
95, 999.00, 999, 9990, 10989.00
96, 999.00, 999, 9990, 10989.00
97, 999.00, 999, 9990, 10989.00
98, 999.00, 999, 9990, 10989.00
99, 999.00, 999, 9990, 10989.00
100, 999.00, 999, 9990, 10989.00
